caso_de_uso,versao,caso_de_teste,classificacao,qtd_linhas_alteradas_no_modelo_mais_antigo,alteracoes_detectadas_na_metrica_da_ferramenta,total_linhas_no_modelo_mais_antigo
extracao_em_modo_llt,3,346,1,1,1,98
extracao_em_modo_llt,3,347,1,1,1,98
extracao_em_modo_llt,3,348,1,1,1,98
extracao_em_modo_llt,3,349,1,1,1,98
extracao_em_modo_llt,3,350,1,1,1,98
extracao_em_modo_llt,3,351,1,1,1,98
extracao_em_modo_llt,3,352,1,1,1,98
extracao_em_modo_llt,3,353,1,1,1,98
extracao_em_modo_llt,3,354,1,1,1,98
extracao_em_modo_llt,3,355,1,1,1,98
extracao_em_modo_llt,3,356,1,1,1,98
extracao_em_modo_llt,3,357,1,1,1,98
extracao_em_modo_llt,3,358,1,1,1,98
extracao_em_modo_llt,3,359,1,1,1,98
extracao_em_modo_llt,3,360,1,1,1,98
extracao_em_modo_llt,3,361,1,1,1,98
extracao_em_modo_llt,3,362,1,1,1,98
extracao_em_modo_llt,3,363,1,1,1,98
extracao_em_modo_llt,3,364,1,1,1,98
extracao_em_modo_llt,3,365,1,1,1,98
extracao_em_modo_llt,3,366,1,1,1,98
extracao_em_modo_llt,3,367,1,1,1,98
extracao_em_modo_llt,3,368,1,1,1,98
extracao_em_modo_llt,3,369,1,1,1,98
extracao_em_modo_llt,3,370,1,1,1,98
extracao_em_modo_llt,3,371,1,1,1,98
extracao_em_modo_llt,3,372,1,1,1,98
extracao_em_modo_llt,3,373,1,1,1,98
extracao_em_modo_llt,3,374,1,1,1,98
extracao_em_modo_llt,3,375,1,1,1,98
extracao_em_modo_llt,3,376,1,1,1,98
extracao_em_modo_llt,3,377,1,1,1,98
extracao_em_modo_llt,3,378,1,1,1,98
extracao_em_modo_llt,3,379,1,1,1,98
extracao_em_modo_llt,3,380,1,1,1,98
extracao_em_modo_llt,3,381,1,1,1,98
extracao_em_modo_llt,3,382,1,1,1,98
extracao_em_modo_llt,3,383,1,1,1,98
extracao_em_modo_llt,3,384,1,1,1,98
extracao_em_modo_llt,3,385,1,1,1,98
extracao_em_modo_llt,3,386,1,1,1,98
extracao_em_modo_llt,3,387,1,1,1,98
extracao_em_modo_llt,3,388,1,1,1,98
extracao_em_modo_llt,3,389,1,1,1,98
extracao_em_modo_llt,3,390,1,1,1,98
extracao_em_modo_llt,3,391,1,1,1,98
extracao_em_modo_llt,3,392,1,1,1,98
extracao_em_modo_llt,3,393,1,1,1,98
extracao_em_modo_llt,3,394,1,1,1,98
extracao_em_modo_llt,3,395,1,1,1,98
extracao_em_modo_llt,3,396,1,1,1,98
extracao_em_modo_llt,3,397,1,1,1,98
extracao_em_modo_llt,3,398,1,1,1,98
extracao_em_modo_llt,3,399,1,1,1,98
extracao_em_modo_llt,3,400,1,1,1,98
extracao_em_modo_llt,3,401,1,1,1,98
extracao_em_modo_llt,3,402,1,1,1,98
extracao_em_modo_llt,3,403,1,1,1,98
extracao_em_modo_llt,3,404,1,1,1,98
extracao_em_modo_llt,3,405,1,1,1,98
extracao_em_modo_llt,3,406,1,1,1,98
extracao_em_modo_llt,3,407,1,1,1,98
extracao_em_modo_llt,3,408,1,1,1,98
extracao_em_modo_llt,3,409,2,1,1,98
extracao_em_modo_llt,3,410,1,1,1,98
extracao_em_modo_llt,3,411,1,1,1,98
extracao_em_modo_llt,3,412,1,1,1,98
extracao_em_modo_llt,3,413,1,1,1,98
extracao_em_modo_llt,3,414,1,1,1,98
extracao_em_modo_llt,3,415,1,1,1,98
extracao_em_modo_llt,3,416,1,1,1,98
extracao_em_modo_llt,3,417,1,1,1,98
extracao_em_modo_llt,3,418,1,1,1,98
extracao_em_modo_llt,3,419,1,1,1,98
extracao_em_modo_llt,3,420,1,1,1,98
extracao_em_modo_llt,3,421,1,1,1,98
extracao_em_modo_llt,3,422,1,1,1,98
extracao_em_modo_llt,3,423,1,1,1,98
extracao_em_modo_llt,3,424,1,1,1,98
extracao_em_modo_llt,3,425,1,1,1,98
extracao_em_modo_llt,3,426,1,1,1,98
extracao_em_modo_llt,3,427,1,1,1,98
extracao_em_modo_llt,3,428,1,1,1,98
extracao_em_modo_llt,3,429,1,1,1,98
extracao_em_modo_llt,3,430,1,1,1,98
extracao_em_modo_llt,3,431,1,1,1,98
extracao_em_modo_llt,3,432,1,1,1,98
extracao_em_modo_llt,3,433,1,1,1,98
extracao_em_modo_llt,3,434,1,1,1,98
extracao_em_modo_llt,3,435,1,1,1,98
extracao_em_modo_llt,3,436,1,1,1,98
extracao_em_modo_llt,3,437,1,1,1,98
extracao_em_modo_llt,3,438,1,1,1,98
extracao_em_modo_llt,3,439,1,1,1,98
extracao_em_modo_llt,3,440,1,1,1,98
extracao_em_modo_llt,3,441,1,1,1,98
extracao_em_modo_llt,3,442,1,1,1,98
extracao_em_modo_llt,3,443,1,1,1,98
extracao_em_modo_llt,3,444,1,1,1,98
extracao_em_modo_llt,3,445,1,1,1,98
extracao_em_modo_llt,3,446,1,1,1,98
extracao_em_modo_llt,3,447,1,1,1,98
extracao_em_modo_llt,3,448,1,1,1,98
extracao_em_modo_llt,3,449,1,1,1,98
extracao_em_modo_llt,3,450,1,1,1,98
extracao_em_modo_llt,3,451,1,1,1,98
extracao_em_modo_llt,3,452,1,1,1,98
extracao_em_modo_llt,3,453,1,1,1,98
extracao_em_modo_llt,3,454,1,1,1,98
extracao_em_modo_llt,3,455,1,1,1,98
extracao_em_modo_llt,3,456,1,1,1,98
extracao_em_modo_llt,3,457,1,1,1,98
extracao_em_modo_llt,3,458,1,1,1,98
extracao_em_modo_llt,3,459,1,1,1,98
extracao_em_modo_llt,3,460,1,1,1,98
extracao_em_modo_llt,3,461,1,1,1,98
extracao_em_modo_llt,3,462,1,1,1,98
extracao_em_modo_llt,3,463,1,1,1,98
extracao_em_modo_llt,3,464,1,1,1,98
extracao_em_modo_llt,3,465,1,1,1,98
extracao_em_modo_llt,3,466,1,1,1,98
extracao_em_modo_llt,3,467,1,1,1,98
extracao_em_modo_llt,3,468,1,1,1,98
extracao_em_modo_llt,3,469,1,1,1,98
extracao_em_modo_llt,3,470,1,1,1,98
extracao_em_modo_llt,3,471,1,1,1,98
extracao_em_modo_llt,3,472,1,1,1,98
extracao_em_modo_llt,3,473,1,1,1,98
extracao_em_modo_llt,3,474,1,1,1,98
extracao_em_modo_llt,3,475,1,1,1,98
extracao_em_modo_llt,3,476,1,1,1,98
extracao_em_modo_llt,3,477,1,1,1,98
extracao_em_modo_llt,3,478,1,1,1,98
extracao_em_modo_llt,3,479,1,1,1,98
extracao_em_modo_llt,3,480,1,1,1,98
extracao_em_modo_llt,3,481,1,1,1,98
extracao_em_modo_llt,3,482,1,1,1,98
extracao_em_modo_llt,3,483,1,1,1,98
extracao_em_modo_llt,3,484,1,1,1,98
extracao_em_modo_llt,3,485,1,1,1,98
extracao_em_modo_llt,3,486,1,1,1,98
extracao_em_modo_llt,3,487,1,1,1,98
extracao_em_modo_llt,3,488,1,1,1,98
extracao_em_modo_llt,3,489,1,1,1,98
extracao_em_modo_llt,3,490,1,1,1,98
extracao_em_modo_llt,3,491,1,1,1,98
extracao_em_modo_llt,3,492,1,1,1,98
extracao_em_modo_llt,3,493,1,1,1,98
extracao_em_modo_llt,3,494,1,1,1,98
extracao_em_modo_llt,3,495,1,1,1,98
extracao_em_modo_llt,3,496,1,1,1,98
extracao_em_modo_llt,3,497,1,1,1,98
extracao_em_modo_llt,3,498,1,1,1,98
extracao_em_modo_llt,3,499,1,1,1,98
extracao_em_modo_llt,3,500,1,1,1,98
extracao_em_modo_llt,3,501,1,1,1,98
extracao_em_modo_llt,3,502,1,1,1,98
extracao_em_modo_llt,3,503,1,1,1,98
extracao_em_modo_llt,3,504,1,1,1,98
extracao_em_modo_llt,3,505,1,1,1,98
extracao_em_modo_llt,3,506,1,1,1,98
extracao_em_modo_llt,3,507,1,1,1,98
extracao_em_modo_llt,3,508,1,1,1,98
extracao_em_modo_llt,3,509,1,1,1,98
extracao_em_modo_llt,3,510,1,1,1,98
extracao_em_modo_llt,3,511,1,1,1,98
extracao_em_modo_llt,3,512,1,1,1,98
extracao_em_modo_llt,3,513,1,1,1,98
extracao_em_modo_llt,3,514,1,1,1,98
extracao_em_modo_llt,3,515,1,1,1,98
extracao_em_modo_llt,3,516,1,1,1,98
extracao_em_modo_llt,3,517,1,1,1,98
extracao_em_modo_llt,3,518,1,1,1,98
extracao_em_modo_llt,3,519,1,1,1,98
extracao_em_modo_llt,3,520,1,1,1,98
extracao_em_modo_llt,3,521,1,1,1,98
extracao_em_modo_llt,3,522,1,1,1,98
extracao_em_modo_llt,3,523,1,1,1,98
extracao_em_modo_llt,3,524,1,1,1,98
extracao_em_modo_llt,3,525,1,1,1,98
extracao_em_modo_llt,3,526,1,1,1,98
extracao_em_modo_llt,3,527,1,1,1,98
extracao_em_modo_llt,3,528,1,1,1,98
extracao_em_modo_llt,3,529,1,1,1,98
extracao_em_modo_llt,3,530,1,1,1,98
extracao_em_modo_llt,3,531,1,1,1,98
extracao_em_modo_llt,3,532,1,1,1,98
extracao_em_modo_llt,3,533,1,1,1,98
extracao_em_modo_llt,3,534,1,1,1,98
extracao_em_modo_llt,3,535,1,1,1,98
extracao_em_modo_llt,3,536,1,1,1,98
extracao_em_modo_llt,3,537,1,1,1,98
extracao_em_modo_llt,3,538,1,1,1,98
extracao_em_modo_llt,3,539,1,1,1,98
extracao_em_modo_llt,3,540,1,1,1,98
extracao_em_modo_llt,3,541,1,1,1,98
extracao_em_modo_llt,3,542,1,1,1,98
extracao_em_modo_llt,3,543,1,1,1,98
extracao_em_modo_llt,3,544,1,1,1,98
extracao_em_modo_llt,3,545,1,1,1,98
extracao_em_modo_llt,3,546,1,1,1,98
extracao_em_modo_llt,3,547,1,1,1,98
extracao_em_modo_llt,3,548,1,1,1,98
extracao_em_modo_llt,3,549,1,1,1,98
extracao_em_modo_llt,3,550,1,1,1,98
extracao_em_modo_llt,3,551,1,1,1,98
extracao_em_modo_llt,3,552,1,1,1,98
extracao_em_modo_llt,3,553,1,1,1,98
extracao_em_modo_llt,3,554,1,1,1,98
extracao_em_modo_llt,3,555,1,1,1,98
extracao_em_modo_llt,3,556,1,1,1,98
extracao_em_modo_llt,3,557,1,1,1,98
extracao_em_modo_llt,3,558,1,1,1,98
extracao_em_modo_llt,3,559,1,1,1,98
extracao_em_modo_llt,3,560,1,1,1,98
extracao_em_modo_llt,3,561,1,1,1,98
extracao_em_modo_llt,3,562,1,1,1,98
extracao_em_modo_llt,3,563,1,1,1,98
extracao_em_modo_llt,3,564,1,1,1,98
extracao_em_modo_llt,3,565,2,1,1,98
extracao_em_modo_llt,3,566,1,1,1,98
extracao_em_modo_llt,3,567,1,1,1,98
extracao_em_modo_llt,3,568,1,1,1,98
extracao_em_modo_llt,3,569,1,1,1,98
extracao_em_modo_llt,3,570,1,1,1,98
extracao_em_modo_llt,3,571,1,1,1,98
extracao_em_modo_llt,3,572,1,1,1,98
extracao_em_modo_llt,3,573,1,1,1,98
extracao_em_modo_llt,3,574,1,1,1,98
extracao_em_modo_llt,3,575,1,1,1,98
extracao_em_modo_llt,3,576,1,1,1,98
extracao_em_modo_llt,3,577,1,1,1,98
extracao_em_modo_llt,3,578,1,1,1,98
extracao_em_modo_llt,3,579,1,1,1,98
extracao_em_modo_llt,3,580,1,1,1,98
extracao_em_modo_llt,3,581,1,1,1,98
extracao_em_modo_llt,3,582,1,1,1,98
extracao_em_modo_llt,3,583,1,1,1,98
extracao_em_modo_llt,3,584,1,1,1,98
extracao_em_modo_llt,3,585,1,1,1,98
extracao_em_modo_llt,3,586,1,1,1,98
extracao_em_modo_llt,3,587,1,1,1,98
extracao_em_modo_llt,3,588,1,1,1,98
extracao_em_modo_llt,3,589,1,1,1,98
extracao_em_modo_llt,3,590,1,1,1,98
extracao_em_modo_llt,3,591,1,1,1,98
extracao_em_modo_llt,3,592,1,1,1,98
extracao_em_modo_llt,3,593,1,1,1,98
extracao_em_modo_llt,3,594,1,1,1,98
extracao_em_modo_llt,3,595,1,1,1,98
extracao_em_modo_llt,3,596,1,1,1,98
extracao_em_modo_llt,3,597,1,1,1,98
extracao_em_modo_llt,3,598,1,1,1,98
extracao_em_modo_llt,3,599,1,1,1,98
extracao_em_modo_llt,3,600,1,1,1,98
extracao_em_modo_llt,3,601,1,1,1,98
extracao_em_modo_llt,3,602,1,1,1,98
extracao_em_modo_llt,3,603,1,1,1,98
extracao_em_modo_llt,3,604,1,1,1,98
extracao_em_modo_llt,3,605,1,1,1,98
extracao_em_modo_llt,3,606,1,1,1,98
extracao_em_modo_llt,3,607,1,1,1,98
extracao_em_modo_llt,3,608,1,1,1,98
extracao_em_modo_llt,3,609,1,1,1,98
extracao_em_modo_llt,3,610,1,1,1,98
extracao_em_modo_llt,3,611,1,1,1,98
extracao_em_modo_llt,3,612,1,1,1,98
extracao_em_modo_llt,3,613,1,1,1,98
extracao_em_modo_llt,3,614,1,1,1,98
extracao_em_modo_llt,3,615,1,1,1,98
extracao_em_modo_llt,3,616,1,1,1,98
extracao_em_modo_llt,3,617,1,1,1,98
extracao_em_modo_llt,3,618,1,1,1,98
extracao_em_modo_llt,3,619,1,1,1,98
extracao_em_modo_llt,3,620,1,1,1,98
extracao_em_modo_llt,3,621,1,1,1,98
extracao_em_modo_llt,3,622,1,1,1,98
extracao_em_modo_llt,3,623,1,1,1,98
extracao_em_modo_llt,3,624,1,1,1,98
extracao_em_modo_llt,3,625,1,1,1,98
extracao_em_modo_llt,3,626,1,1,1,98
extracao_em_modo_llt,3,627,1,1,1,98
extracao_em_modo_llt,3,628,1,1,1,98
extracao_em_modo_llt,3,629,1,1,1,98
extracao_em_modo_llt,3,630,1,1,1,98
extracao_em_modo_llt,3,631,1,1,1,98
extracao_em_modo_llt,3,632,1,1,1,98
extracao_em_modo_llt,3,633,1,1,1,98
extracao_em_modo_llt,3,634,1,1,1,98
extracao_em_modo_llt,3,635,1,1,1,98
extracao_em_modo_llt,3,636,1,1,1,98
extracao_em_modo_llt,3,637,1,1,1,98
extracao_em_modo_llt,3,638,1,1,1,98
extracao_em_modo_llt,3,639,1,1,1,98
extracao_em_modo_llt,3,640,1,1,1,98
extracao_em_modo_llt,3,641,1,1,1,98
extracao_em_modo_llt,3,642,1,1,1,98
extracao_em_modo_llt,3,643,1,1,1,98
extracao_em_modo_llt,3,644,1,1,1,98
extracao_em_modo_llt,3,645,1,1,1,98
extracao_em_modo_llt,3,646,1,1,1,98
extracao_em_modo_llt,3,647,1,1,1,98
extracao_em_modo_llt,3,648,1,1,1,98
extracao_em_modo_llt,3,649,1,1,1,98
extracao_em_modo_llt,3,650,1,1,1,98
extracao_em_modo_llt,3,651,1,1,1,98
extracao_em_modo_llt,3,652,1,1,1,98
extracao_em_modo_llt,3,653,1,1,1,98
extracao_em_modo_llt,3,654,1,1,1,98
extracao_em_modo_llt,3,655,1,1,1,98
extracao_em_modo_llt,3,656,1,1,1,98
extracao_em_modo_llt,3,657,1,1,1,98
extracao_em_modo_llt,3,658,1,1,1,98
extracao_em_modo_llt,3,659,1,1,1,98
extracao_em_modo_llt,3,660,1,1,1,98
extracao_em_modo_llt,3,661,1,1,1,98
extracao_em_modo_llt,3,662,1,1,1,98
extracao_em_modo_llt,3,663,1,1,1,98
extracao_em_modo_llt,3,664,1,1,1,98
extracao_em_modo_llt,3,665,1,1,1,98
extracao_em_modo_llt,3,666,1,1,1,98
extracao_em_modo_llt,3,667,1,1,1,98
extracao_em_modo_llt,3,668,1,1,1,98
extracao_em_modo_llt,3,669,1,1,1,98
extracao_em_modo_llt,3,670,1,1,1,98
extracao_em_modo_llt,3,671,1,1,1,98
extracao_em_modo_llt,3,672,1,1,1,98
extracao_em_modo_llt,3,673,1,1,1,98
extracao_em_modo_llt,3,674,1,1,1,98
extracao_em_modo_llt,3,675,1,1,1,98
extracao_em_modo_llt,3,676,1,1,1,98
extracao_em_modo_llt,3,677,1,1,1,98
extracao_em_modo_llt,3,678,1,1,1,98
extracao_em_modo_llt,3,679,1,1,1,98
extracao_em_modo_llt,3,680,1,1,1,98
extracao_em_modo_llt,3,681,1,1,1,98
extracao_em_modo_llt,3,682,1,1,1,98
extracao_em_modo_llt,3,683,1,1,1,98
extracao_em_modo_llt,3,684,1,1,1,98
extracao_em_modo_llt,3,685,1,1,1,98
extracao_em_modo_llt,3,686,1,1,1,98
extracao_em_modo_llt,3,687,1,1,1,98
extracao_em_modo_llt,3,688,1,1,1,98
extracao_em_modo_llt,3,689,1,1,1,98
extracao_em_modo_llt,3,690,1,1,1,98
extracao_em_modo_llt,3,691,1,1,1,98
extracao_em_modo_llt,3,692,1,1,1,98
extracao_em_modo_llt,3,693,1,1,1,98
extracao_em_modo_llt,3,694,1,1,1,98
extracao_em_modo_llt,3,695,1,1,1,98
extracao_em_modo_llt,3,696,1,1,1,98
extracao_em_modo_llt,3,697,1,1,1,98
extracao_em_modo_llt,3,698,1,1,1,98
extracao_em_modo_llt,3,699,1,1,1,98
extracao_em_modo_llt,3,700,1,1,1,98
extracao_em_modo_llt,3,701,2,1,1,98
extracao_em_modo_llt,3,702,1,1,1,98
extracao_em_modo_llt,3,703,1,1,1,98
extracao_em_modo_llt,3,704,1,1,1,98
extracao_em_modo_llt,3,705,1,1,1,98
extracao_em_modo_llt,3,706,1,1,1,98
extracao_em_modo_llt,3,707,1,1,1,98
extracao_em_modo_llt,3,708,1,1,1,98
extracao_em_modo_llt,3,709,1,1,1,98
extracao_em_modo_llt,3,710,1,1,1,98
extracao_em_modo_llt,3,711,1,1,1,98
extracao_em_modo_llt,3,712,1,1,1,98
extracao_em_modo_llt,3,713,1,1,1,98
extracao_em_modo_llt,3,714,1,1,1,98
extracao_em_modo_llt,3,715,1,1,1,98
extracao_em_modo_llt,3,716,1,1,1,98
extracao_em_modo_llt,3,717,1,1,1,98
extracao_em_modo_llt,3,718,1,1,1,98
extracao_em_modo_llt,3,719,1,1,1,98
extracao_em_modo_llt,3,720,1,1,1,98
extracao_em_modo_llt,3,721,1,1,1,98
extracao_em_modo_llt,3,722,1,1,1,98
extracao_em_modo_llt,3,723,1,1,1,98
extracao_em_modo_llt,3,724,1,1,1,98
extracao_em_modo_llt,3,725,1,1,1,98
extracao_em_modo_llt,3,726,1,1,1,98
extracao_em_modo_llt,3,727,1,1,1,98
extracao_em_modo_llt,3,728,1,1,1,98
extracao_em_modo_llt,3,729,1,1,1,98
extracao_em_modo_llt,3,730,1,1,1,98
extracao_em_modo_llt,3,731,1,1,1,98
extracao_em_modo_llt,3,732,1,1,1,98
extracao_em_modo_llt,3,733,1,1,1,98
extracao_em_modo_llt,3,734,1,1,1,98
extracao_em_modo_llt,3,735,1,1,1,98
extracao_em_modo_llt,3,736,1,1,1,98
extracao_em_modo_llt,3,737,1,1,1,98
extracao_em_modo_llt,3,738,1,1,1,98
extracao_em_modo_llt,3,739,1,1,1,98
extracao_em_modo_llt,3,740,1,1,1,98
extracao_em_modo_llt,3,741,1,1,1,98
extracao_em_modo_llt,3,742,1,1,1,98
extracao_em_modo_llt,3,743,1,1,1,98
extracao_em_modo_llt,3,744,1,1,1,98
extracao_em_modo_llt,3,745,1,1,1,98
extracao_em_modo_llt,3,746,1,1,1,98
extracao_em_modo_llt,3,747,1,1,1,98
extracao_em_modo_llt,3,748,1,1,1,98
extracao_em_modo_llt,3,749,1,1,1,98
extracao_em_modo_llt,3,750,1,1,1,98
extracao_em_modo_llt,3,751,1,1,1,98
extracao_em_modo_llt,3,752,1,1,1,98
extracao_em_modo_llt,3,753,1,1,1,98
extracao_em_modo_llt,3,754,1,1,1,98
extracao_em_modo_llt,3,755,1,1,1,98
extracao_em_modo_llt,3,756,1,1,1,98
extracao_em_modo_llt,3,757,1,1,1,98
extracao_em_modo_llt,3,758,1,1,1,98
extracao_em_modo_llt,3,759,1,1,1,98
extracao_em_modo_llt,3,760,1,1,1,98
extracao_em_modo_llt,3,761,1,1,1,98
extracao_em_modo_llt,3,762,1,1,1,98
extracao_em_modo_llt,3,763,1,1,1,98
extracao_em_modo_llt,3,764,1,1,1,98
extracao_em_modo_llt,3,765,1,1,1,98
extracao_em_modo_llt,3,766,1,1,1,98
extracao_em_modo_llt,3,767,1,1,1,98
extracao_em_modo_llt,3,768,1,1,1,98
extracao_em_modo_llt,3,769,1,1,1,98
extracao_em_modo_llt,3,770,1,1,1,98
extracao_em_modo_llt,3,771,1,1,1,98
extracao_em_modo_llt,3,772,1,1,1,98
extracao_em_modo_llt,3,773,1,1,1,98
extracao_em_modo_llt,3,774,1,1,1,98
extracao_em_modo_llt,3,775,1,1,1,98
extracao_em_modo_llt,3,776,1,1,1,98
extracao_em_modo_llt,3,777,1,1,1,98
extracao_em_modo_llt,3,778,1,1,1,98
extracao_em_modo_llt,3,779,1,1,1,98
extracao_em_modo_llt,3,780,1,1,1,98
extracao_em_modo_llt,3,781,1,1,1,98
extracao_em_modo_llt,3,782,1,1,1,98
extracao_em_modo_llt,3,783,1,1,1,98
extracao_em_modo_llt,3,784,1,1,1,98
extracao_em_modo_llt,3,785,1,1,1,98
extracao_em_modo_llt,3,786,1,1,1,98
extracao_em_modo_llt,3,787,1,1,1,98
extracao_em_modo_llt,3,788,1,1,1,98
extracao_em_modo_llt,3,789,1,1,1,98
extracao_em_modo_llt,3,790,1,1,1,98
extracao_em_modo_llt,3,791,1,1,1,98
extracao_em_modo_llt,3,792,1,1,1,98
extracao_em_modo_llt,3,793,1,1,1,98
extracao_em_modo_llt,3,794,1,1,1,98
extracao_em_modo_llt,3,795,1,1,1,98
extracao_em_modo_llt,3,796,1,1,1,98
extracao_em_modo_llt,3,797,1,1,1,98
extracao_em_modo_llt,3,798,1,1,1,98
extracao_em_modo_llt,3,799,1,1,1,98
extracao_em_modo_llt,3,800,1,1,1,98
extracao_em_modo_llt,3,801,1,1,1,98
extracao_em_modo_llt,3,802,1,1,1,98
extracao_em_modo_llt,3,803,1,1,1,98
extracao_em_modo_llt,3,804,1,1,1,98
extracao_em_modo_llt,3,805,1,1,1,98
extracao_em_modo_llt,3,806,1,1,1,98
extracao_em_modo_llt,3,807,1,1,1,98
extracao_em_modo_llt,3,808,1,1,1,98
extracao_em_modo_llt,3,809,1,1,1,98
extracao_em_modo_llt,3,810,1,1,1,98
extracao_em_modo_llt,3,811,1,1,1,98
extracao_em_modo_llt,3,812,1,1,1,98
extracao_em_modo_llt,3,813,1,1,1,98
extracao_em_modo_llt,3,814,1,1,1,98
extracao_em_modo_llt,3,815,1,1,1,98
extracao_em_modo_llt,3,816,1,1,1,98
extracao_em_modo_llt,3,817,1,1,1,98
extracao_em_modo_llt,3,818,1,1,1,98
extracao_em_modo_llt,3,819,1,1,1,98
extracao_em_modo_llt,3,820,1,1,1,98
extracao_em_modo_llt,3,821,1,1,1,98
extracao_em_modo_llt,3,822,1,1,1,98
extracao_em_modo_llt,3,823,1,1,1,98
extracao_em_modo_llt,3,824,1,1,1,98
extracao_em_modo_llt,3,825,1,1,1,98
extracao_em_modo_llt,3,826,1,1,1,98
extracao_em_modo_llt,3,827,1,1,1,98
extracao_em_modo_llt,3,828,1,1,1,98
extracao_em_modo_llt,3,829,1,1,1,98
extracao_em_modo_llt,3,830,1,1,1,98
extracao_em_modo_llt,3,831,1,1,1,98
extracao_em_modo_llt,3,832,1,1,1,98
extracao_em_modo_llt,3,833,1,1,1,98
extracao_em_modo_llt,3,834,1,1,1,98
extracao_em_modo_llt,3,835,1,1,1,98
extracao_em_modo_llt,3,836,1,1,1,98
extracao_em_modo_llt,3,837,1,1,1,98
extracao_em_modo_llt,3,838,2,1,1,98
extracao_em_modo_llt,3,839,1,1,1,98
extracao_em_modo_llt,3,840,1,1,1,98
extracao_em_modo_llt,3,841,1,1,1,98
extracao_em_modo_llt,3,842,1,1,1,98
extracao_em_modo_llt,3,843,1,1,1,98
extracao_em_modo_llt,3,844,1,1,1,98
extracao_em_modo_llt,3,845,1,1,1,98
extracao_em_modo_llt,3,846,1,1,1,98
extracao_em_modo_llt,3,847,1,1,1,98
extracao_em_modo_llt,3,848,1,1,1,98
extracao_em_modo_llt,3,849,1,1,1,98
extracao_em_modo_llt,3,850,1,1,1,98
extracao_em_modo_llt,3,851,1,1,1,98
extracao_em_modo_llt,3,852,1,1,1,98
extracao_em_modo_llt,3,853,1,1,1,98
extracao_em_modo_llt,3,854,1,1,1,98
extracao_em_modo_llt,3,855,1,1,1,98
extracao_em_modo_llt,3,856,1,1,1,98
extracao_em_modo_llt,3,857,1,1,1,98
extracao_em_modo_llt,3,858,1,1,1,98
extracao_em_modo_llt,3,859,1,1,1,98
extracao_em_modo_llt,3,860,1,1,1,98
extracao_em_modo_llt,3,861,1,1,1,98
extracao_em_modo_llt,3,862,1,1,1,98
extracao_em_modo_llt,3,863,1,1,1,98
extracao_em_modo_llt,3,864,1,1,1,98
extracao_em_modo_llt,3,865,1,1,1,98
extracao_em_modo_llt,3,866,1,1,1,98
extracao_em_modo_llt,3,867,1,1,1,98
extracao_em_modo_llt,3,868,1,1,1,98
extracao_em_modo_llt,3,869,1,1,1,98
extracao_em_modo_llt,3,870,1,1,1,98
extracao_em_modo_llt,3,871,1,1,1,98
extracao_em_modo_llt,3,872,1,1,1,98
extracao_em_modo_llt,3,873,1,1,1,98
extracao_em_modo_llt,3,874,1,1,1,98
extracao_em_modo_llt,3,875,1,1,1,98
extracao_em_modo_llt,3,876,1,1,1,98
extracao_em_modo_llt,3,877,1,1,1,98
extracao_em_modo_llt,3,878,1,1,1,98
extracao_em_modo_llt,3,879,1,1,1,98
extracao_em_modo_llt,3,880,1,1,1,98
extracao_em_modo_llt,3,881,1,1,1,98
extracao_em_modo_llt,3,882,1,1,1,98
extracao_em_modo_llt,3,883,1,1,1,98
extracao_em_modo_llt,3,884,1,1,1,98
extracao_em_modo_llt,3,885,1,1,1,98
extracao_em_modo_llt,3,886,1,1,1,98
extracao_em_modo_llt,3,887,1,1,1,98
extracao_em_modo_llt,3,888,1,1,1,98
extracao_em_modo_llt,3,889,1,1,1,98
extracao_em_modo_llt,3,890,1,1,1,98
extracao_em_modo_llt,3,891,1,1,1,98
extracao_em_modo_llt,3,892,1,1,1,98
extracao_em_modo_llt,3,893,1,1,1,98
extracao_em_modo_llt,3,894,1,1,1,98
extracao_em_modo_llt,3,895,1,1,1,98
extracao_em_modo_llt,3,896,1,1,1,98
extracao_em_modo_llt,3,897,1,1,1,98
extracao_em_modo_llt,3,898,1,1,1,98
extracao_em_modo_llt,3,899,1,1,1,98
extracao_em_modo_llt,3,900,1,1,1,98
extracao_em_modo_llt,3,901,1,1,1,98
extracao_em_modo_llt,3,902,1,1,1,98
extracao_em_modo_llt,3,903,1,1,1,98
extracao_em_modo_llt,3,904,1,1,1,98
extracao_em_modo_llt,3,905,1,1,1,98
extracao_em_modo_llt,3,906,1,1,1,98
extracao_em_modo_llt,3,907,1,1,1,98
extracao_em_modo_llt,3,908,1,1,1,98
extracao_em_modo_llt,3,909,1,1,1,98
extracao_em_modo_llt,3,910,1,1,1,98
extracao_em_modo_llt,3,911,1,1,1,98
extracao_em_modo_llt,3,912,1,1,1,98
extracao_em_modo_llt,3,913,1,1,1,98
extracao_em_modo_llt,3,914,1,1,1,98
extracao_em_modo_llt,3,915,1,1,1,98
extracao_em_modo_llt,3,916,1,1,1,98
extracao_em_modo_llt,3,917,1,1,1,98
extracao_em_modo_llt,3,918,1,1,1,98
extracao_em_modo_llt,3,919,1,1,1,98
extracao_em_modo_llt,3,920,1,1,1,98
extracao_em_modo_llt,3,921,1,1,1,98
extracao_em_modo_llt,3,922,1,1,1,98
extracao_em_modo_llt,3,923,1,1,1,98
extracao_em_modo_llt,3,924,1,1,1,98
