caso_de_uso,versao,caso_de_teste,classificacao,qtd_linhas_alteradas_no_modelo_mais_antigo,alteracoes_detectadas_na_metrica_da_ferramenta,total_linhas_no_modelo_mais_antigo
extracao_em_modo_llt,3,157,reutilizavel,1,1,98
extracao_em_modo_llt,3,158,reutilizavel,1,1,98
extracao_em_modo_llt,3,159,reutilizavel,1,1,98
extracao_em_modo_llt,3,160,reutilizavel,1,1,98
extracao_em_modo_llt,3,161,reutilizavel,1,1,98
extracao_em_modo_llt,3,162,reutilizavel,1,1,98
extracao_em_modo_llt,3,163,reutilizavel,1,1,98
extracao_em_modo_llt,3,164,reutilizavel,1,1,98
extracao_em_modo_llt,3,165,reutilizavel,1,1,98
extracao_em_modo_llt,3,166,reutilizavel,1,1,98
extracao_em_modo_llt,3,167,reutilizavel,1,1,98
extracao_em_modo_llt,3,168,reutilizavel,1,1,98
extracao_em_modo_llt,3,169,reutilizavel,1,1,98
extracao_em_modo_llt,3,170,reutilizavel,1,1,98
extracao_em_modo_llt,3,171,reutilizavel,1,1,98
extracao_em_modo_llt,3,172,reutilizavel,1,1,98
extracao_em_modo_llt,3,173,reutilizavel,1,1,98
extracao_em_modo_llt,3,174,reutilizavel,1,1,98
extracao_em_modo_llt,3,175,reutilizavel,1,1,98
extracao_em_modo_llt,3,176,reutilizavel,1,1,98
extracao_em_modo_llt,3,177,reutilizavel,1,1,98
extracao_em_modo_llt,3,178,reutilizavel,1,1,98
extracao_em_modo_llt,3,179,reutilizavel,1,1,98
extracao_em_modo_llt,3,180,reutilizavel,1,1,98
extracao_em_modo_llt,3,181,reutilizavel,1,1,98
extracao_em_modo_llt,3,182,reutilizavel,1,1,98
extracao_em_modo_llt,3,183,reutilizavel,1,1,98
extracao_em_modo_llt,3,184,reutilizavel,1,1,98
extracao_em_modo_llt,3,185,reutilizavel,1,1,98
extracao_em_modo_llt,3,186,reutilizavel,1,1,98
extracao_em_modo_llt,3,187,reutilizavel,1,1,98
extracao_em_modo_llt,3,188,reutilizavel,1,1,98
extracao_em_modo_llt,3,189,reutilizavel,1,1,98
extracao_em_modo_llt,3,190,reutilizavel,1,1,98
extracao_em_modo_llt,3,191,reutilizavel,1,1,98
extracao_em_modo_llt,3,192,reutilizavel,1,1,98
extracao_em_modo_llt,3,193,reutilizavel,1,1,98
extracao_em_modo_llt,3,194,reutilizavel,1,1,98
